PARTY,CONSTITUENCY,NAME,SENTIMENT,SYMBOL,GENDER,REVIEWS,
INC,BANSWARA,TARACHAND BHAGORA,1,Hand,MALE,assisting the campaigns for parliamentary constituencies.,
BTP,BANSWARA,KANTILAL ROAT,1,Auto- Rickshaw,MALE,party was ok,
NOTA,BANSWARA,NOTA,0,,,none,
BSP,BANSWARA,BAPULAL,1,Elephant,MALE,best services and actions shown to the public,
IND,BANSWARA,NITESH DAMOR,0,Air Conditioner,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
YSRCP,BAPATLA,NANDIGAM SURESH,1,Ceiling Fan,MALE,Need solutions for people during floods. The condition  is so bad during floods,
TDP,BAPATLA,MALYADRI SRIRAM,1,Bicycle,MALE,"Changeâ€™ Started In Andhra PradeshJagan should be very worried!For the position of not contesting elections only a few months ago to tight contest at many places, TDP has clearly improved.",
BSP,BAPATLA,K. DEVANAND,1,Elephant,MALE,Reponssible with the public,
NOTA,BAPATLA,NOTA,0,,,none,
INC,BAPATLA,J.D. SEELAM,0,Hand,MALE,"Loot, cheat, riot, betray, defraud, defame, terrorise, rape, murder, patronise underworld",
BJP,BARABANKI,Upendra Singh Rawat,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
SP,BARABANKI,Ram Sagar Rawat,1,Bicycle,MALE,Real political activity,
INC,BARABANKI,Tanuj Punia,0,Hand,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
NCP,BARAMATI,Supriya Sule,1,Clock,FEMALE,"public services ,helping done by the leaders",
BJP,BARAMATI,Kanchan Rahul Kool,1,Lotus,FEMALE,BJP govt from the starting has been working for the welfare of the people.,
VBA,BARAMATI,Padalkar Navanath,0,Cup & Saucer,MALE,The petrol has raising day by day leading trouble for everyone,
JKN,BARAMULLA,MOHAMMAD AKBAR LONE,1,Plough,MALE,supportive to the public,
JPC,BARAMULLA,RAJA AIJAZ ALI,1,Apple,MALE,Leaders supportive to the public,upportiv
IND,BARAMULLA,ENGINEER RASHID,0,Gas Cylinder,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
JKPDP,BARAMULLA,ABDUL QAYOOM WANI,0,Ink Pot & Pen,MALE,Desecrating Indian constitution to dismember & disempower J&K was done only to please their voters. I hope they course correct here too & reverse the illegal changes made in J&K since August 2019.,
INC,BARAMULLA,HAJI FAROOQ AHMAD MIR,1,Hand,MALE,the party wa ok,
NOTA,BARAMULLA,NOTA,0,,,none,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,Hindu homes were set on fire and bombs were hurled by Muslim mobs  in West Bengal. While #AITC goverment not taking strict actions against this act of vandalism by mob and on abuse of rights of Bengali Hindus.,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
AIFB,BARASAT,Haripada Biswas,1,Lion,MALE,Supportive with the public,
INC,BARASAT,Subrata Dutta,0,Hand,FEMALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
NOTA,BARASAT,NOTA,1,,,ok,
BJP,BARDHAMAN DURGAPUR,S.S AHLUWALIA,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
AITC,BARDHAMAN DURGAPUR,DR. MAMTAZ SANGHAMITA,0,Flowers and Grass,FEMALE,Hindu homes were set on fire and bombs were hurled by Muslim mobs  in West Bengal. While #AITC goverment not taking strict actions against this act of vandalism by mob and on abuse of rights of Bengali Hindus.,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,Best support to the public,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,more public services done by the party,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,best party in our country,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,they aim for the country development,
NOTA,ARRAH,NOTA,0,,,none,
IND,ARRAH,Shiv das Singh,1,Football,MALE,developing a new approach to governance through neocratic ideas for reducing the toll exacted in supporting daily life,
SSD,ARRAH,Raj Giri Bhagat,0,Saw,MALE,Irresponsible with the public,
YSRCP,ARUKU,GODDETI. MADHAVI,1,Ceiling Fan,FEMALE,the party aim to change the corruptions,
TDP,ARUKU,KISHORE CHANDRA DEO,1,Bicycle,MALE,"best tourism performing state with about 24% in all national tourist arrivals, record international aircraft movements, and occupancy raised by 100% in the same year",
NOTA,ARUKU,NOTA,0,,,none,
JnP,ARUKU,GANGULAIAH VAMPURU.,1,Glass Tumbler,MALE, services and  responsibilities shown towards public,
BJP,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,1,Lotus,MALE,responsible with the public,
INC,ARUKU,SHRUTI DEVI VYRICHERLA,0,Hand,FEMALE,here most of people's are educated but not have job to hands,
IND,ARUKU,KANGALA BALUDORA,1,Cup & Saucer,MALE,party solves the problem of public,
IND,ARUKU,NARAVA SATYAVATHI,0,Bangles,FEMALE,leaders encourage corruption,
BJP,ARUNACHAL EAST,Tapir Gao,1,Lotus,MALE,BJP is trying to make India a better place just for the communities which favour them,
INC,ARUNACHAL EAST,Lowangcha Wanglat,0,Hand,MALE,most corrupt political party of India.,
PPA,ARUNACHAL EAST,Mongol Yomso,1,Maize,MALE,Leader are ruling in great way,
JD(S),ARUNACHAL EAST,Bandey Mili,0,A lady farmer carrying paddy on her head,MALE,trying to create that impression now for his political benefit.,
IND,ARUNACHAL EAST,C. C. Singpho,1,Helicopter,MALE,responsible among the people ,
NOTA,ARUNACHAL EAST,NOTA,1,,,ok,
BJP,ARUNACHAL WEST,KIREN RIJIJU,1,Lotus,MALE,it has contributed immensely to the development of India,
INC,ARUNACHAL WEST,NABAM TUKI,1,Hand,MALE,Â I probably estimate that Congress(under Honâ€™ble Pappu ji) will be completely destroyed in about 5 years from now,
JD(S),ARUNACHAL WEST,JARJUM ETE,0,A lady farmer carrying paddy on her head,FEMALE,leaders create a perception in people mind about identity crisis or Centre is doing â€˜injusticeâ€™ to their state.,
NPEP,ARUNACHAL WEST,KHYODA APIK,0,Book,MALE,"loot,cheap,corruption by the leaders",
PPA,ARUNACHAL WEST,SUBU KECHI,1,Maize,MALE,party ruling in a great way,
BJP,ASANSOL,BABUL SUPRIYO,1,Lotus,MALE,Â BJP have constantly outperformed the states ruled by other parties in terms of development and social security,
AITC,ASANSOL,MOON MOON SEN,1,Flowers and Grass,FEMALE,Reponssible with the public,
CPI(M),ASANSOL,GOURANGA CHATTERJEE,1,"Hammer, Sickle and Star",MALE,Communist are almost always establishment,
INC,ASANSOL,BISWARUP MONDAL,1,Hand,MALE,Indian National Congress party has the tradition of  trust in party leadership,
NOTA,ASANSOL,NOTA,0,,,none,
BMUP,ASANSOL,MD. ZAHIR ALAM,1,Cot,MALE,Â known to change its colors faster than chameleon.,
BJD,ASKA,Pramila Bisoyi,0,Conch,FEMALE,trying to create bad impression ,
INC,AHMEDABAD WEST,RAJU PARMAR,1,Hand,MALE,"Congress was eagerly waiting for a 2004-like situation in country where a terribly-low majority for NDA would lead to a rag-tag coalition of opposition come to power, something that clearly didn’t happen.",
NOTA,AHMEDABAD WEST,NOTA,0,,,none,
BSP,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,0,Elephant,MALE,Stop Caste equations and focus on real issues,
BJP,AJMER,Bhagirath Chaudhary,1,Lotus,MALE,aiming for the development of the country,
INC,AJMER,Riju Jhunjhunwala,1,Hand,MALE,The very political thinking of the leadership have a marked change.,
BSP,AJMER,Durga Lal Regar,1,Elephant,MALE,BSP lost the ‘great chance’ of winning any of the election when Mayawati instead of development spent the tax payers money on building the statues of elephants and herself. ,
APoI,AJMER,Vishram Babu,1,Coat,MALE,responsible to their actions with the public,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,.it means to promote Indian culture and traditions,
BSP,AKBARPUR,Nisha Sachan,1,Elephant,FEMALE,they can’t change the fact that Dalits and Muslims had more tension b/w them then with other castes of Hindus. ,
INC,AKBARPUR,Rajaram Pal,1,Hand,MALE,The very fact that the Congressmen have come to this low level do not bode well for the party,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"In its very few years of ruling India, it has contributed immensely to the development of India, economically and otherwise",
VBA,AKOLA,Ambedkar (Adv) Prakash Yashwant,0,Cup & Saucer,MALE,Leaders are against to the government,
INC,AKOLA,Hidayatullah Barakatullah Patel,1,Hand,MALE,"The present Congress has become a motley crowd bereft of ideas, coherence and uprightness.",
CPI(M),ALAPPUZHA,Adv. A M ARIFF,1,"Hammer, Sickle and Star",MALE,So their opposing views in fact stabilize the environment in the sense that poor has a platform to represent them uniquely.,
INC,ALAPPUZHA,Adv. SHANIMOL OSMAN,0,Hand,FEMALE,Congress have unlimited amount of cash stacked in forgien banks. I guess enough to finance its election campaign for probably next century.,
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,The states ruled by BJP have constantly outperformed the states ruled by other parties in terms of development and social security.,
INC,ALATHUR,RAMYA HARIDAS,1,Hand,FEMALE,"With innumerable scams and scandals, Congress has become a den of corruption. It is now identified with corruption.",
CPI(M),ALATHUR,DR. P.K.BIJU,1,"Hammer, Sickle and Star",MALE,hey do not understand caste and creed and their aspirations,
BDJS,ALATHUR,T.V.BABU,0,Pot,MALE,leaders encourage  corruption  and illegal activities,
BJP,ALIGARH,SATISH KUMAR GAUTAM,1,Lotus,MALE, BJP is trying to make India a better place just for the communities which favour them and the culture put forward by them. ,
BSP,ALIGARH,DR. AJEET BALIYAN,1,Elephant,MALE,"Mayawati should rather stick to her old permutation and combination of different Hindu castes instead of trying breaking the SC castes from Hinduism which protected, lived and died for Hinduism despite of being most vulnerable ones",
INC,ALIGARH,BIJENDRA SINGH CHAUDHARY,0,Hand,MALE,The present leadership is just watching doing nothing.,
BJP,ALIPURDUARS,JOHN BARLA,1,Lotus,MALE,BJP is the successor of Jana Sangh which was part of the ruling Janatha party in 1977,
AITC,ALIPURDUARS,DASRATH TIRKEY,1,Flowers and Grass,MALE,Chatugunj Aitc Party Office belongs to the 'Public services' category that has its own importance in city’s life,
RSP,ALIPURDUARS,MILI ORAON,1,Spade & Stoker,FEMALE, support the public,
INC,ALIPURDUARS,MOHANLAL BASUMATA,0,Hand,MALE,Congress still wants to rule India by dividing into majority and minority.,
NOTA,ALIPURDUARS,NOTA,1,,,ok,
BJP,ALLAHABAD,Rita Bahuguna Joshi,1,Lotus,FEMALE,It's one of the powerful parties in India.,
SP,ALLAHABAD,Rajendra Singh Patel,1,Bicycle,MALE,They worked well in past for Uttar pradesh,
INC,ALLAHABAD,Yogesh Shukla,0,Hand,MALE,They are expert in promoting their own family. In that process they forget India.,
CPI(M),ALLAHABAD,Girdhar Gopal Tripathi,0,Ears of Corn And Sickle,MALE,They lack creativity and more on debates which common people would not understand,
BJP,ALMORA,Ajay Tamta,1,Lotus,MALE,"It has the most powerful, respectful, loved leaders, they are known for the tremendous work they did in their respective regions.",
INC,ALMORA,Pradeep Tamta,0,Hand,MALE,Congress never retaliate to terrorist attacks atleast they never try to pressurize pakistan.,
NOTA,ALMORA,NOTA,1,,,ok,
BSP,ALMORA,Sunder Dhoni (Advocate),1,Elephant,MALE,BSP became a force to reckon with.,
BJP,ALWAR,Balak Nath,1,Lotus,MALE,"BJP today is like a student, who’s just sat for the UPSC exams immediately after clearing both IIT and AIIMS.",
INC,ALWAR,Bhanwar Jitendra Singh,0,Hand,MALE,Modi hit him back calling that Congress has been rejected from every corner of the country and they need to introspect.,
BSP,ALWAR,Imran Khan,1,Elephant,MALE,Relevance of the party was lost then and there only.,
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,They are selfish,
TDP,AMALAPURAM,GANTI HARISH MADHUR (BALAYOGI),1,Bicycle,MALE,Already the frustration bandwidth of people is stretching at a rapid pace. TDP must exercise restraint and patience.,
JnP,AMALAPURAM,D M R SEKHAR,1,Glass Tumbler,MALE,public  believe the leaders,
BJP,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,1,Lotus,MALE,PM Modi asked him not to worry & promised that he will personally see to it and ensure that everything reaches the state capital sooner.,
INC,ARUKU,SHRUTI DEVI VYRICHERLA,0,Hand,FEMALE,After Rahul secret meetings with Chinese ambassador people doubt his intentions. Even people are not buying his story.,
IND,ARUKU,KANGALA BALUDORA,1,Cup & Saucer,MALE,Govt should be restricted to its core functions of protection of life liberty and property unlike other parties which want the govt to control all aspects of an individual’s life.,
IND,ARUKU,NARAVA SATYAVATHI,1,Bangles,FEMALE,India’s only liberal party which believes in economic freedom and individual liberty.,
BJP,ARUNACHAL EAST,Tapir Gao,1,Lotus,MALE,Many efforts like Happiness Curriculum and construction of new classrooms in government schools have received accolades globally.,
INC,ARUNACHAL EAST,Lowangcha Wanglat,0,Hand,MALE,"The party has no ideology, no vision and much less, no zeal to even contest an election like others.",
PPA,ARUNACHAL EAST,Mongol Yomso,1,Maize,MALE," services,encouraging social activities ",
JD(S),ARUNACHAL EAST,Bandey Mili,1,A lady farmer carrying paddy on her head,MALE,social service done by the leaders,
IND,ARUNACHAL EAST,C. C. Singpho,0,Helicopter,MALE,Liberty has been hijacked for long. What US can do India should have done first .,
NOTA,ARUNACHAL EAST,NOTA,1,,,ok,
BJP,ARUNACHAL WEST,KIREN RIJIJU,1,Lotus,MALE,"All the chief leaders of BJP talk about development ,nationalism and want to keep the integrity of the nation in tact",
INC,ARUNACHAL WEST,NABAM TUKI,0,Hand,MALE,"They weren’t even trying for getting a majority in Lok Sabha, such is their interest towards elections.",
JD(S),ARUNACHAL WEST,JARJUM ETE,0,A lady farmer carrying paddy on her head,FEMALE,fake promises and cheating done by the leaders to the public,
NPEP,ARUNACHAL WEST,KHYODA APIK,1,Book,MALE,responsibility towards the public,
PPA,ARUNACHAL WEST,SUBU KECHI,0,Maize,MALE,"Illegal actions,cheating,betraying by the leaders",
BJP,ASANSOL,BABUL SUPRIYO,1,Lotus,MALE,"Bjp is playing the politics of divide and rule you may compensate yourself with better railways , modernisation of your city,they are taking indian infrastructure to new heights.",
AITC,ASANSOL,MOON MOON SEN,1,Flowers and Grass,FEMALE,legal actions perfomed by the party leaders,
CPI(M),ASANSOL,GOURANGA CHATTERJEE,0,"Hammer, Sickle and Star",MALE,I don't expect a socialist revolutionary economic programme. But following policies will mostly be executed:,
BJP,AMRITSAR,HARDEEP SINGH PURI,1,Lotus,MALE,Modi is a savior for India plundered by mindless socialism and corruption of Congress party for decades.,
AAP,AMRITSAR,KULDIP SINGH DHALIWAL,1,Broom,MALE, service provided to the public,
CPI(M),AMRITSAR,DASWINDER KAUR,0,Ears of Corn And Sickle,FEMALE, could find the biggest conflict with the agitations of communist comrades.,
NOTA,AMRITSAR,NOTA,1,,,ok,
BSP,AMROHA,KUNWAR DANISH ALI,1,Elephant,MALE,BSP has lost it's relevance. Kanshiram created that party after studying cast struggle in Maharashta.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,PM Modi asked him not to worry & promised that he will personally see to it and ensure that everything reaches the state capital sooner.,
INC,AMROHA,SACHIN CHOUDHARY,1,Hand,MALE,A normal minister of congress caught red handed of crores of hard cash.,
YSRCP,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,1,Ceiling Fan,FEMALE,Leaders are best towards government,
TDP,ANAKAPALLI,ADARI ANAND KUMAR,0,Bicycle,MALE,"TDP felt people are happy with their dramas, and the party can fool the people of new state blind folded.",
JnP,ANAKAPALLI,Chintala Partha Sarathi,1,Glass Tumbler,MALE, services and  security to the public,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,Hindu homes were set on fire and bombs were hurled by Muslim mobs  in West Bengal. While #AITC goverment not taking strict actions against this act of vandalism by mob and on abuse of rights of Bengali Hindus.,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
AIFB,BARASAT,Haripada Biswas,1,Lion,MALE,Supportive with the public,
BJP,ASANSOL,BABUL SUPRIYO,1,Lotus,MALE,"Bjp is playing the politics of divide and rule you may compensate yourself with better railways , modernisation of your city,they are taking indian infrastructure to new heights.",
AITC,ASANSOL,MOON MOON SEN,1,Flowers and Grass,FEMALE,legal actions perfomed by the party leaders,
CPI(M),ASANSOL,GOURANGA CHATTERJEE,0,"Hammer, Sickle and Star",MALE,I don't expect a socialist revolutionary economic programme. But following policies will mostly be executed:,
BSP,AMROHA,KUNWAR DANISH ALI,1,Elephant,MALE,BSP has lost it's relevance. Kanshiram created that party after studying cast struggle in Maharashta.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,PM Modi asked him not to worry & promised that he will personally see to it and ensure that everything reaches the state capital sooner.,
INC,AMROHA,SACHIN CHOUDHARY,1,Hand,MALE,A normal minister of congress caught red handed of crores of hard cash.,
YSRCP,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,1,Ceiling Fan,FEMALE,Leaders are best towards government,
TDP,ANAKAPALLI,ADARI ANAND KUMAR,0,Bicycle,MALE,"TDP felt people are happy with their dramas, and the party can fool the people of new state blind folded.",
JnP,ANAKAPALLI,Chintala Partha Sarathi,1,Glass Tumbler,MALE, services and  security to the public,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
BJP,BARAMULLA,MOHD MAQBOOL WAR,1,Lotus,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
PSPL,BANDA,CHHOTELAL,1,Key,MALE,Great initiative by leaders,
BJP,BANGALORE CENTRAL,P. C. Mohan,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
INC,BANGALORE CENTRAL,Rizwan Arshad,1,Hand,MALE,Good initiative by Congress - JDS Karnataka Govt. ,
BJP,AJMER,Bhagirath Chaudhary,1,Lotus,MALE,aiming for the development of the country,
INC,AJMER,Riju Jhunjhunwala,1,Hand,MALE,The very political thinking of the leadership have a marked change.,
AAP,ANDAMAN & NICOBAR ISLANDS,SANJAY MESHACK,1,Broom,MALE,Aam Aadmi Party inspired by the commendable work,
BSP,ANDAMAN & NICOBAR ISLANDS,PRAKASH MINJ,1,Elephant,MALE,"Will speed up Ram temple
It is very supportive to the people",
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
BSP,AONLA,RUCHIVIRA,1,Elephant,FEMALE,"And #BSP will fight with #BJP? Will speed up Ram temple, BSP promises Brahmins",
INC,AONLA,KUNWAR SARVARAJ SINGH,1,Hand,MALE,INC to play communal card to get support of radical leftovers of 1947 prior to UP elections .Expect peddling of more hate from #INC till UP elections,
DMK,ARAKKONAM,S. JAGATHRAKSHAKAN,1,Rising Sun,MALE,#DMK #TNgovt #Chennai roads stagnated with water. The people living very much dangerous to walk in the water. Last Rain  a child electrocuted and thistime cowsPoor Electric Wiring & exposed Electric Boxes without any safety #TamilNadu,
BJP,BAGALKOT,Gaddigoudar Parvatagouda Chandanagouda,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
INC,BAGALKOT,Veena Kashappanavar,1,Hand,FEMALE,It advocates and encourages equal rights,
BJP,BAGHPAT,Dr. SATYAPAL SINGH,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
RLD,BAGHPAT,JAYANT CHAUDHARY,1,Hand Pump,MALE,TheÂ RLDÂ had fought the election in alliance with the SamajwadiÂ PartyÂ ,
INC,BAHARAMPUR,ADHIR RANJAN CHOWDHURY,1,Hand,MALE,aim was to obtain a greater share in government for educated Indians,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"This government has provided When National Food Security Act was rolled out by 33 states/UTs in 2016, the Centre extended its scope by making foodgrain available to India’s 12 crore “poorest of poor” for free. The poorest 2.5 crore households now get 35 kg each of highly subsidised foodgrain (rice, wheat and coarse cereals) a month under the Antoydaya Anna Yojana (AAY).",
TDP,ANAKAPALLI,ADARI ANAND KUMAR,1,Bicycle,MALE,TDP is desperately trying to join hads with BJP in Andhra Pradesh. It is evident that 4 of it's Rajya Sabha members hugged BJP in parliament. To eskap from various criminal cases and to run their business joining BJP and taking political asylum. It is necessary for TDP leaders to take a shelter as of now to avoid headaches from ruling party in AP.,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"Securing our nation, Restoring its pride",
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,"he gets hurt when a military personnel dies... for congress and AAP, it's nothing. Unless it's a muslim, a 1000 people dying doesnt concern them.",
BJP,AUTONOMOUS DISTRICT,HOREN SING BEY,1,Lotus,MALE,"Modi not only made a body blow to Islamic and left terrorists, even the Hindu terrorism has disappeared. As per Rahul Gandhi's statement to US ambassador, Hindu terrorism was more dangerous than Laskar e Toiba. The UPA home ministers were systematically defaming organizations of Hindus and were creating a bogey of Hindu terrorism. It was very dangerous for India which has majority Hindu population. Without Modi Hindus would have been branded as terrorists globally.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Various Infrastructure projects must have generated lakhs of jobs. Those who are crying jobless Ness must look at the success of Skill India, PM Mudra Yojana and Make in India schemes.",
IND,ARUKU,KANGALA BALUDORA,1,Cup & Saucer,MALE,Govt should be restricted to its core functions of protection of life liberty and property unlike other parties which want the govt to control all aspects of an individual’s life.,
IND,ARUKU,NARAVA SATYAVATHI,1,Bangles,FEMALE,India’s only liberal party which believes in economic freedom and individual liberty.,
BJP,ARUNACHAL EAST,Tapir Gao,1,Lotus,MALE,Many efforts like Happiness Curriculum and construction of new classrooms in government schools have received accolades globally.,
INC,ARUNACHAL EAST,Lowangcha Wanglat,0,Hand,MALE,"The party has no ideology, no vision and much less, no zeal to even contest an election like others.",
PPA,ARUNACHAL EAST,Mongol Yomso,1,Maize,MALE," services,encouraging social activities ",
JD(S),ARUNACHAL EAST,Bandey Mili,1,A lady farmer carrying paddy on her head,MALE,social service done by the leaders,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,"Our GDP is growing at 10% every year from 2014 onwards and we could achieve it due to an amazing economic theory created and implemented by Modi Ji, which is popularly called as Modinomics by renowned economists throughout the world.",
JPC,ANANTNAG,CH. ZAFFAR ALI,1,Apple,MALE,I think this party can be trusted.,
JKPDP,ANANTNAG,MEHBOOBA MUFTI,1,Ink Pot & Pen,FEMALE,Lets see they made many promises during election . What Will they do all promises in reality?,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE, India has more than 100 smart cities and we could achieve it under the able leadership of Modi Ji.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,India is defecation free and we could achieve it because Modi ji initiated the Swachh Bharat Abhiyan.,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,Jan Dhan Yojana — 42 crore bank accounts thus taking financial inclusion to every home in India.  Very good step by the government.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Modi has fundamentally altered the way central governments used to understand economic policy-making.Modi has corrected this imbalance.  ,
BJP,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,1,Lotus,MALE,"More than 15 crore bank accounts opened, over 10 crore RuPay debit cards issued, with life cover, pension helped poor people .This is a very remarkable activity done. ",
BJP,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,1,Lotus,MALE,"Cooking gas now under direct-cash-benefit transfer scheme, with potential saving of $5 billion annually in subsidies, plus Diesel prices de-regulated",
BJP,AJMER,Bhagirath Chaudhary,1,Lotus,MALE,"Launch of ‘Make-in-India’, ‘Digital India’ and ‘Skill India’ initiatives with focus on defence and electronics, primarily to create jobs for youth. Youth are really happy with this at.",
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,"Clarity in tax treatment on income of foreign fund whose fund managers are located in India , as also on transfer pricing for resident and non-resident taxpayers it helps in reduction of black money.",
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,Most Indians now have Bank accounts because of the scheme Jan Dhan . It is a great scheme,
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,The scheme 'Beti Bachavo Beti Padavo' really makes every Indain to educate and think positive about girls and give respect to them . I love it.....!,
BJP,ALIGARH,SATISH KUMAR GAUTAM,1,Lotus,MALE,"this government has digitalized idea this makes India a fast developing country, amazing idea.",
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,All we need to do is change mindset this government helping in doing it and it  sounds great.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"I strongly believe that India has a lot of latent entrepreneurial energy, which needs to be harnessed so that we become a nation of job givers, more than job seekers. - Narendra Modi The NDA Government is focused on giving a boost to entrepreneurship. The ‘Make in India’ initiative is based on four pillars to boost entrepreneurship in India",
BJP,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,1,Lotus,MALE,Availability of modern and facilitating infrastructure is a very important requirement for the growth BJP has taking very good stepps to achiieve this..,
BJP,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,1,Lotus,MALE,Swach Bharath program is a very successfull program started by the government.,
BJP,AJMER,Bhagirath Chaudhary,1,Lotus,MALE,BJP has set off a mission to provide electricity to all the villages it is an amazing idea.,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE," India’s GDP Growth rocketed to 7.4%, which is the fastest among all the large economies of the world.Thanks to BJP government.",
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE, Pradhan Mantri Krishi Sinchai Yojana will give a boost to productivity by ensuring irrigation facilities. The Vision is to ensure access to some means of protective Irrigation to all agricultural farms.,
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,Transparent & Corruption-Free Governance reap huge benefits for the nation,
BJP,ALIGARH,SATISH KUMAR GAUTAM,1,Lotus,MALE,Various measures has been taken by government for good quality of education in India. ,
BJP,ALIPURDUARS,JOHN BARLA,1,Lotus,MALE," India is embarking on ushering in game-changing reforms through the use of Jan Dhan, Aadhar and Mobile (JAM), a unique combination of three to implement direct transfer of benefits. ",
BJP,ALLAHABAD,Rita Bahuguna Joshi,1,Lotus,FEMALE,"The Modi government has presented a unique example of unparalleled coordination of development, security, public welfare and landmark reforms.",
BJP,ALMORA,Ajay Tamta,1,Lotus,MALE,"I am confident that under the visionary leadership of Modi ji, we will overcome every challenge and continue India’s developmental journey uninterrupted.",
BJP,ALWAR,Balak Nath,1,Lotus,MALE,"THE CLEAN & HEALTHY KITCHEN scheme is really benefit to the poor people,woman in villages got free LPG gas connection which helped in many ways It is an awesome idea.",
BJP,AMBALA,RATTAN LAL KATARIA,1,Lotus,MALE,"So many people...thank the nation for their sons and daughters being able to sit and study under electric lights and fans. So many people say that 'our village, too, is now connected to the city through a good road because awesome government.",
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Skill India scheme lauched by BJP making skills available to all the youth . I love it....,
